,0
964,1
965,1
966,4
967,0
968,1
969,0
970,3
971,0
972,0
973,4
974,0
975,1
976,3
977,0
978,0
979,3
980,1
981,3
982,3
983,1
984,0
985,4
986,1
987,1
988,3
989,2
990,3
991,4
992,2
993,3
994,1
995,0
996,1
997,2
998,1
999,3
1000,1
1001,3
1002,0
1003,4
1004,2
1005,0
1006,1
1007,4
1008,3
1009,2
1010,3
1011,4
1012,4
1013,2
1014,0
1015,0
1016,2
1017,2
1018,3
1019,3
1020,0
1021,0
1022,3
1023,3
1024,0
1025,0
1026,0
1027,1
1028,0
1029,2
1030,2
1031,3
1032,1
1033,4
1034,2
1035,1
1036,0
1037,2
1038,3
1039,0
1040,3
1041,2
1042,1
1043,3
1044,2
1045,0
1046,0
1047,4
1048,0
1049,2
1050,0
1051,0
1052,3
1053,4
1054,3
1055,1
1056,1
1057,0
1058,3
1059,4
1060,2
1061,3
1062,0
1063,4
1064,0
1065,0
1066,1
1067,0
1068,4
1069,0
1070,1
1071,1
1072,2
1073,0
1074,0
1075,2
1076,2
1077,0
1078,3
1079,4
1080,0
1081,3
1082,2
1083,2
1084,3
1085,3
1086,2
1087,4
1088,2
1089,4
1090,3
1091,0
1092,1
1093,4
1094,2
1095,1
1096,1
1097,0
1098,4
1099,1
1100,0
1101,3
1102,1
1103,3
1104,0
1105,0
1106,4
1107,1
1108,2
1109,1
1110,2
1111,1
1112,3
1113,2
1114,1
1115,0
1116,1
1117,1
1118,3
1119,2
1120,2
1121,1
1122,0
1123,3
1124,0
1125,3
1126,0
1127,0
1128,1
1129,0
1130,0
1131,1
1132,2
1133,2
1134,2
1135,4
1136,2
1137,3
1138,3
1139,4
1140,0
1141,2
1142,3
1143,2
1144,0
1145,2
1146,0
1147,0
1148,1
1149,4
1150,3
1151,3
1152,4
1153,1
1154,0
1155,0
1156,0
1157,0
1158,1
1159,1
1160,1
1161,0
1162,0
1163,2
1164,1
1165,3
1166,0
1167,0
1168,4
1169,3
1170,2
1171,1
1172,2
1173,0
1174,0
1175,2
1176,3
1177,1
1178,2
1179,1
1180,2
1181,0
1182,2
1183,4
1184,1
1185,1
1186,4
1187,3
1188,2
1189,2
1190,3
1191,2
1192,3
1193,0
1194,1
1195,0
1196,1
1197,3
1198,3
1199,3
1200,3
1201,1
1202,3
1203,1
1204,0
1205,1
1206,1
1207,0
1208,4
1209,0
1210,0
1211,2
1212,3
1213,3
1214,1
1215,0
1216,0
1217,2
1218,3
1219,3
1220,0
1221,0
1222,2
1223,1
1224,1
1225,0
1226,3
1227,0
1228,1
1229,2
1230,1
1231,2
1232,4
1233,3
1234,1
1235,0
1236,2
1237,0
1238,0
1239,2
1240,3
1241,3
1242,4
1243,1
1244,2
1245,2
1246,1
1247,3
1248,3
1249,4
1250,3
1251,0
1252,0
1253,0
1254,2
1255,0
1256,3
1257,4
1258,1
1259,2
1260,0
1261,2
1262,1
1263,0
1264,0
1265,1
1266,0
1267,0
1268,3
1269,3
1270,1
1271,3
1272,1
1273,3
1274,3
1275,3
1276,3
1277,3
1278,2
1279,0
1280,3
1281,1
1282,0
1283,3
1284,0
1285,3
1286,4
1287,0
1288,3
1289,0
1290,3
1291,0
1292,3
1293,0
1294,0
1295,0
1296,1
1297,3
1298,0
1299,3
1300,4
1301,0
1302,3
1303,2
1304,0
1305,4
1306,1
1307,2
1308,3
1309,3
1310,2
1311,4
1312,0
1313,0
1314,3
1315,2
1316,3
1317,3
1318,1
1319,4
1320,2
1321,0
1322,0
1323,0
1324,1
1325,3
1326,3
1327,2
1328,2
1329,3
1330,0
1331,3
1332,2
1333,0
1334,1
1335,1
1336,2
1337,1
1338,4
1339,1
1340,3
1341,0
1342,3
1343,3
1344,0
1345,2
1346,4
1347,3
1348,2
1349,4
1350,4
1351,0
1352,3
1353,0
1354,1
1355,4
1356,0
1357,4
1358,3
1359,2
1360,3
1361,4
1362,1
1363,1
1364,2
1365,2
1366,1
1367,1
1368,3
1369,3
1370,0
1371,4
1372,1
1373,0
1374,4
1375,0
1376,3
1377,0
1378,2
1379,1
1380,1
1381,3
1382,4
1383,0
1384,3
1385,2
1386,0
1387,0
1388,0
1389,2
1390,1
1391,2
1392,0
1393,2
1394,3
1395,3
1396,3
1397,2
1398,3
1399,3
1400,0
1401,1
1402,2
1403,0
1404,1
1405,0
1406,3
1407,2
1408,1
1409,3
1410,2
1411,4
1412,3
1413,4
1414,0
1415,3
1416,4
1417,0
1418,0
1419,2
1420,0
1421,3
1422,3
1423,3
1424,1
1425,0
1426,2
1427,3
1428,2
1429,0
1430,1
1431,0
1432,3
1433,1
1434,4
1435,0
1436,3
1437,3
1438,3
1439,3
1440,4
1441,3
1442,1
1443,0
1444,3
1445,3
1446,1
1447,3
1448,3
1449,1
1450,2
1451,2
1452,1
1453,0
1454,3
1455,1
1456,0
1457,1
1458,1
1459,3
1460,3
1461,0
1462,2
1463,3
1464,0
1465,3
1466,3
1467,4
1468,4
1469,2
1470,0
1471,0
1472,1
1473,1
1474,3
1475,2
1476,0
1477,3
1478,4
1479,3
1480,0
1481,2
1482,4
1483,0
1484,4
1485,2
1486,1
1487,4
1488,3
1489,2
1490,3
1491,2
1492,4
1493,0
1494,3
1495,0
1496,1
1497,3
1498,3
1499,4
1500,1
1501,1
1502,3
1503,3
1504,2
1505,2
1506,2
1507,1
1508,2
1509,0
1510,4
1511,3
1512,0
1513,4
1514,1
1515,0
1516,0
1517,0
1518,2
1519,3
1520,1
1521,0
1522,3
1523,3
1524,3
1525,0
1526,1
1527,4
1528,2
1529,2
1530,1
1531,4
1532,4
1533,3
1534,1
1535,0
1536,2
1537,0
1538,1
1539,1
1540,2
1541,4
1542,2
1543,1
1544,1
1545,4
1546,0
1547,2
1548,0
1549,4
1550,3
1551,4
1552,3
1553,3
1554,1
1555,3
1556,1
1557,1
1558,2
1559,3
1560,0
1561,1
1562,2
1563,1
1564,0
1565,0
1566,3
1567,3
1568,3
1569,4
1570,0
1571,2
1572,3
1573,1
1574,0
1575,4
1576,0
1577,4
1578,1
1579,3
1580,2
1581,1
1582,3
1583,0
1584,1
1585,3
1586,3
1587,0
1588,3
1589,1
1590,1
1591,1
1592,1
1593,3
1594,3
1595,3
1596,4
1597,1
1598,1
1599,2
1600,2
1601,3
1602,0
1603,3
1604,3
1605,4
1606,1
1607,1
1608,0
1609,0
1610,3
1611,1
1612,1
1613,0
1614,1
1615,3
1616,3
1617,3
1618,0
1619,0
1620,1
1621,2
1622,4
1623,4
1624,4
1625,0
1626,0
1627,2
1628,1
1629,2
1630,0
1631,4
1632,0
1633,2
1634,3
1635,1
1636,2
1637,3
1638,3
1639,3
1640,2
1641,3
1642,1
1643,2
1644,3
1645,3
1646,2
1647,3
1648,2
1649,3
1650,3
1651,2
1652,4
1653,4
1654,0
1655,3
1656,4
1657,1
1658,3
1659,2
1660,1
1661,4
1662,0
1663,0
1664,3
1665,2
1666,1
1667,3
1668,4
1669,3
1670,3
1671,0
1672,3
1673,1
1674,3
1675,4
1676,0
1677,1
1678,3
1679,2
1680,0
1681,3
1682,2
1683,2
1684,4
1685,3
1686,2
1687,1
1688,2
1689,2
1690,4
1691,3
1692,0
1693,3
1694,1
1695,3
1696,1
1697,1
1698,4
1699,0
1700,2
1701,2
1702,3
1703,3
1704,3
1705,2
1706,2
1707,3
1708,3
1709,3
1710,1
1711,1
1712,2
1713,2
1714,4
1715,3
1716,4
1717,0
1718,2
1719,3
1720,0
1721,0
1722,1
1723,1
1724,2
1725,2
1726,0
1727,3
1728,3
1729,0
1730,2
1731,0
1732,1
1733,2
1734,3
1735,2
1736,0
1737,1
1738,3
1739,4
1740,2
1741,4
1742,3
1743,0
1744,3
1745,3
1746,1
1747,3
1748,1
1749,1
1750,2
1751,1
1752,3
1753,3
1754,3
1755,1
1756,4
1757,0
1758,1
1759,4
1760,2
1761,1
1762,4
1763,3
1764,3
1765,3
1766,0
1767,3
1768,3
1769,4
1770,1
1771,3
1772,3
1773,1
1774,2
1775,3
1776,2
1777,2
1778,2
1779,2
1780,4
1781,1
1782,3
1783,2
1784,3
1785,0
1786,2
1787,0
1788,0
1789,2
1790,1
1791,3
1792,3
1793,0
1794,1
1795,2
1796,3
1797,3
1798,0
1799,2
1800,2
1801,2
1802,2
1803,1
1804,0
1805,0
1806,3
1807,0
1808,4
1809,3
1810,2
1811,2
1812,0
1813,0
1814,3
1815,3
1816,0
1817,4
1818,2
1819,2
1820,3
1821,3
1822,1
1823,3
1824,3
1825,2
1826,4
1827,3
1828,1
1829,4
1830,0
1831,2
1832,0
1833,1
1834,3
1835,1
1836,3
1837,3
1838,3
1839,1
1840,4
1841,1
1842,3
1843,1
1844,3
1845,4
1846,2
1847,3
1848,0
1849,0
1850,0
1851,4
1852,0
1853,0
1854,1
1855,3
1856,2
1857,4
1858,2
1859,3
1860,1
1861,1
1862,1
1863,3
1864,4
1865,1
1866,2
1867,4
1868,1
1869,2
1870,0
1871,3
1872,2
1873,3
1874,2
1875,3
1876,1
1877,2
1878,1
1879,1
1880,3
1881,4
1882,0
1883,1
1884,3
1885,3
1886,2
1887,0
1888,3
1889,3
1890,2
1891,1
1892,0
1893,3
1894,0
1895,2
1896,1
1897,0
1898,3
1899,0
1900,1
1901,2
1902,3
1903,4
1904,2
1905,2
1906,3
1907,4
1908,3
1909,1
1910,3
1911,3
1912,3
1913,4
1914,3
1915,4
1916,2
1917,4
1918,3
1919,2
1920,2
1921,4
1922,4
1923,1
1924,2
1925,0
1926,1
1927,1
1928,2
1929,3
1930,4
1931,1
1932,2
1933,2
1934,2
1935,2
1936,4
1937,2
1938,2
1939,3
1940,0
1941,0
1942,0
1943,4
1944,4
1945,0
1946,3
1947,1
1948,3
1949,4
1950,2
1951,2
1952,3
1953,3
1954,4
1955,0
1956,3
1957,4
1958,1
1959,3
1960,3
1961,3
1962,0
1963,1
1964,0
1965,2
1966,2
1967,1
1968,1
1969,0
1970,1
1971,2
1972,1
1973,3
1974,2
1975,3
1976,0
1977,3
1978,1
1979,3
1980,0
1981,0
1982,3
1983,4
1984,2
1985,1
1986,4
1987,2
1988,2
1989,3
1990,0
1991,3
1992,0
1993,0
1994,0
1995,0
1996,4
1997,4
1998,2
1999,3
2000,2
2001,2
2002,2
2003,2
2004,3
2005,0
2006,0
2007,1
2008,2
2009,3
2010,4
2011,3
2012,3
2013,3
2014,2
2015,3
2016,4
2017,0
2018,4
2019,2
2020,1
2021,1
2022,0
2023,4
2024,3
2025,3
2026,0
2027,0
2028,0
2029,0
2030,3
2031,1
2032,1
2033,3
2034,4
2035,2
2036,2
2037,4
2038,2
2039,0
2040,4
2041,1
2042,1
2043,0
2044,0
2045,0
2046,4
2047,0
2048,1
2049,2
2050,2
2051,3
2052,1
2053,3
2054,3
2055,3
2056,2
2057,3
2058,0
2059,3
2060,3
2061,2
2062,2
2063,0
2064,0
2065,1
2066,3
2067,3
2068,0
2069,4
2070,2
2071,3
2072,1
2073,1
2074,4
2075,0
2076,1
2077,3
2078,0
2079,4
2080,4
2081,3
2082,3
2083,2
2084,3
2085,1
2086,4
2087,1
2088,3
2089,2
2090,0
2091,2
2092,4
2093,1
2094,3
2095,4
2096,2
2097,2
2098,0
2099,1
2100,2
2101,2
2102,3
2103,3
2104,0
2105,2
2106,2
2107,3
2108,2
2109,3
2110,3
2111,2
2112,3
2113,0
2114,0
2115,3
2116,3
2117,2
2118,2
2119,2
2120,2
2121,2
2122,1
2123,0
2124,3
2125,3
2126,3
2127,3
2128,1
2129,3
2130,4
2131,2
2132,3
2133,0
2134,1
2135,1
2136,3
2137,0
2138,3
2139,2
2140,3
2141,0
2142,0
2143,0
2144,1
2145,1
2146,0
2147,4
2148,2
2149,2
2150,0
2151,1
2152,4
2153,4
2154,0
2155,2
2156,2
2157,3
2158,3
2159,4
2160,0
2161,3
2162,1
2163,0
2164,3
2165,1
2166,2
2167,2
2168,1
2169,0
2170,1
2171,2
2172,1
2173,2
2174,2
2175,3
2176,1
2177,3
2178,1
2179,0
2180,2
2181,0
2182,3
2183,1
2184,2
2185,3
2186,0
2187,3
2188,3
2189,2
2190,2
2191,2
2192,2
2193,0
2194,0
2195,1
2196,2
2197,1
2198,0
2199,0
2200,2
2201,3
2202,1
2203,3
2204,4
2205,3
2206,0
2207,1
2208,0
2209,1
2210,0
2211,2
2212,4
2213,1
2214,0
2215,2
2216,0
2217,3
2218,3
2219,0
2220,3
2221,2
2222,1
2223,1
2224,2
2225,3
2226,4
2227,2
2228,0
2229,2
2230,3
2231,1
2232,4
2233,1
2234,2
2235,4
2236,3
2237,2
2238,3
2239,4
2240,2
2241,3
2242,0
2243,0
2244,4
2245,1
2246,2
2247,0
2248,2
2249,0
2250,0
2251,3
2252,3
2253,3
2254,4
2255,3
2256,0
2257,3
2258,4
2259,3
2260,0
2261,3
2262,1
2263,0
2264,0
2265,3
2266,4
2267,4
2268,0
2269,3
2270,0
2271,4
2272,3
2273,2
2274,1
2275,0
2276,4
2277,4
2278,0
2279,0
2280,1
2281,0
2282,0
2283,0
2284,0
2285,3
2286,3
2287,1
2288,4
2289,0
2290,1
2291,3
2292,2
2293,1
2294,0
2295,0
2296,4
2297,0
2298,0
2299,2
2300,2
2301,3
2302,2
2303,1
2304,2
2305,2
2306,2
2307,0
2308,1
2309,3
2310,3
2311,3
2312,4
2313,2
2314,3
2315,0
2316,4
2317,3
2318,4
2319,2
2320,2
2321,1
2322,0
2323,2
2324,0
2325,1
2326,0
2327,3
2328,0
2329,2
2330,4
2331,4
2332,3
2333,1
2334,1
2335,0
2336,4
2337,4
2338,0
2339,4
2340,0
2341,3
2342,1
2343,2
2344,2
2345,3
2346,1
2347,1
2348,2
2349,0
2350,3
2351,4
2352,2
2353,2
2354,3
2355,4
2356,0
2357,1
2358,0
2359,3
2360,0
2361,1
2362,3
2363,3
2364,4
2365,2
2366,2
2367,3
2368,1
2369,3
2370,2
2371,0
2372,1
2373,3
2374,1
2375,2
2376,3
2377,2
2378,2
2379,1
2380,1
2381,1
2382,4
2383,4
2384,3
2385,2
2386,1
2387,0
2388,1
2389,2
2390,0
2391,4
2392,4
2393,2
2394,0
2395,3
2396,2
2397,2
2398,3
2399,0
2400,3
2401,0
2402,3
2403,4
2404,1
2405,3
2406,3
2407,0
2408,0
2409,1
2410,3
2411,1
2412,0
2413,2
2414,0
2415,1
2416,4
2417,1
2418,3
2419,1
2420,4
2421,3
2422,4
2423,2
2424,2
2425,0
2426,2
2427,1
2428,1
2429,2
2430,0
2431,3
2432,0
2433,3
2434,3
2435,1
2436,1
2437,4
2438,1
2439,2
2440,3
2441,4
2442,4
2443,3
2444,3
2445,3
2446,4
2447,2
2448,2
2449,2
2450,0
2451,2
2452,1
2453,3
2454,2
2455,0
2456,0
2457,4
2458,1
2459,3
2460,4
2461,0
2462,2
2463,0
2464,1
2465,2
2466,1
2467,4
2468,3
2469,1
2470,4
2471,1
2472,3
2473,4
2474,0
2475,0
2476,0
2477,3
2478,3
2479,1
2480,4
2481,3
2482,3
2483,3
2484,1
2485,1
2486,0
2487,2
2488,2
2489,2
2490,2
2491,1
2492,3
2493,0
2494,2
2495,4
2496,2
2497,0
2498,3
2499,4
2500,0
2501,1
2502,0
2503,3
2504,2
2505,2
2506,3
2507,2
2508,1
2509,1
2510,0
2511,1
2512,1
2513,0
2514,2
2515,4
2516,1
2517,2
2518,3
2519,2
2520,1
2521,1
2522,3
2523,3
2524,3
2525,3
2526,0
2527,3
2528,0
2529,0
2530,1
2531,2
2532,2
2533,0
2534,3
2535,1
2536,1
2537,4
2538,2
2539,0
2540,2
2541,2
2542,2
2543,1
2544,0
2545,0
2546,2
2547,2
2548,4
2549,3
2550,4
2551,3
2552,2
2553,3
2554,2
2555,0
2556,2
2557,2
2558,1
2559,0
2560,3
2561,4
2562,2
2563,2
2564,2
2565,2
2566,4
2567,3
2568,3
2569,1
2570,2
2571,4
2572,2
2573,4
2574,1
2575,2
2576,0
2577,1
2578,4
2579,2
2580,0
2581,4
2582,1
2583,4
2584,1
2585,2
2586,1
2587,1
2588,1
2589,3
2590,4
2591,4
2592,1
2593,0
2594,4
2595,2
2596,0
2597,2
2598,2
2599,4
2600,3
2601,1
2602,0
2603,2
2604,1
2605,2
2606,2
2607,0
2608,0
2609,1
2610,0
2611,0
2612,0
2613,4
2614,4
2615,0
2616,1
2617,0
2618,1
2619,2
2620,1
2621,0
2622,1
2623,3
2624,1
2625,0
2626,2
2627,1
2628,2
2629,3
2630,3
2631,0
2632,4
2633,0
2634,0
2635,3
2636,3
2637,2
2638,1
2639,0
2640,4
2641,3
2642,0
2643,4
2644,0
2645,0
2646,1
2647,1
2648,2
2649,1
2650,2
2651,2
2652,2
2653,1
2654,0
2655,1
2656,0
2657,2
2658,0
2659,3
2660,2
2661,2
2662,3
2663,0
2664,4
2665,1
2666,1
2667,2
2668,0
2669,0
2670,1
2671,3
2672,3
2673,2
2674,3
2675,0
2676,2
2677,1
2678,0
2679,1
2680,1
2681,1
2682,2
2683,3
2684,0
2685,0
2686,3
2687,3
2688,3
2689,1
2690,2
2691,2
2692,1
2693,2
2694,2
2695,2
2696,4
2697,4
2698,3
2699,0
2700,1
2701,3
2702,3
2703,0
2704,1
2705,3
2706,2
2707,3
2708,2
2709,4
2710,2
2711,1
2712,0
2713,2
2714,3
2715,4
2716,0
2717,3
2718,3
2719,1
2720,2
2721,3
2722,2
2723,4
2724,3
2725,0
2726,0
2727,2
2728,3
2729,4
2730,2
2731,1
2732,4
2733,0
2734,1
2735,3
2736,2
2737,4
2738,2
2739,2
2740,3
2741,2
2742,1
2743,0
2744,4
2745,4
2746,0
2747,0
2748,4
2749,1
2750,3
2751,3
2752,3
2753,2
2754,0
2755,0
2756,2
2757,3
2758,0
2759,3
2760,3
2761,4
2762,2
2763,4
2764,1
2765,3
2766,0
2767,1
2768,3
2769,2
2770,4
2771,2
2772,1
2773,0
2774,0
2775,1
2776,3
2777,3
2778,4
2779,2
2780,1
2781,3
2782,4
2783,3
2784,3
2785,0
2786,3
2787,3
2788,1
2789,0
2790,0
2791,3
2792,2
2793,3
2794,2
2795,1
2796,0
2797,2
2798,2
2799,0
2800,4
2801,3
2802,0
2803,3
2804,1
2805,0
2806,3
2807,1
2808,4
2809,1
2810,0
2811,4
2812,0
2813,4
2814,0
2815,2
2816,3
2817,1
2818,2
2819,0
2820,2
2821,1
2822,3
2823,3
2824,2
2825,2
2826,0
2827,4
2828,2
2829,2
2830,2
2831,0
2832,1
2833,0
2834,3
2835,3
2836,2
2837,3
2838,2
2839,1
2840,1
2841,0
2842,1
2843,3
2844,0
2845,2
2846,2
2847,3
2848,1
2849,1
2850,3
2851,2
2852,4
2853,1
2854,3
2855,1
2856,1
2857,2
2858,0
2859,0
2860,0
2861,2
2862,2
2863,1
2864,3
2865,2
2866,4
2867,2
2868,3
2869,2
2870,4
2871,3
2872,1
2873,3
2874,1
2875,4
2876,3
2877,0
2878,0
2879,1
2880,0
2881,0
2882,0
2883,2
2884,2
2885,3
2886,4
2887,2
2888,2
2889,2
2890,0
2891,1
2892,1
2893,3
2894,0
2895,1
2896,2
2897,4
2898,1
2899,3
2900,3
2901,1
2902,1
2903,3
2904,4
2905,4
2906,1
2907,3
2908,0
2909,0
2910,0
2911,0
2912,3
2913,3
2914,3
2915,2
2916,1
2917,3
2918,4
2919,1
2920,3
2921,3
2922,2
2923,2
2924,0
2925,0
2926,2
2927,4
2928,2
2929,2
2930,1
2931,3
2932,1
2933,2
2934,1
2935,2
2936,2
2937,2
2938,2
2939,2
2940,1
2941,2
2942,2
2943,2
2944,1
2945,0
2946,2
2947,2
2948,1
2949,0
2950,0
2951,3
2952,0
2953,0
2954,2
2955,2
2956,2
2957,1
2958,1
2959,1
2960,2
2961,4
2962,2
2963,2
2964,2
2965,1
2966,2
2967,3
2968,0
2969,0
2970,3
2971,0
2972,3
2973,0
2974,0
2975,3
2976,4
2977,4
2978,1
2979,4
2980,2
2981,1
2982,0
2983,1
2984,0
2985,3
2986,3
2987,4
2988,3
2989,2
2990,1
2991,0
2992,2
2993,3
2994,2
2995,0
2996,3
2997,3
