,0
329,1
330,3
331,2
332,1
333,1
334,3
335,0
336,0
337,1
338,0
339,0
340,2
341,2
342,2
343,2
344,1
345,1
346,2
347,1
348,4
349,0
350,3
351,1
352,4
353,2
354,2
355,1
356,1
357,0
358,3
359,3
360,1
361,3
362,1
363,4
364,2
365,0
366,2
367,0
368,3
369,3
370,1
371,4
372,3
373,1
374,0
375,2
376,1
377,0
378,2
379,3
380,0
381,3
382,2
383,2
384,1
385,2
386,2
387,3
388,0
389,0
390,2
391,2
392,4
393,4
394,0
395,3
396,1
397,4
398,3
399,4
400,1
401,0
402,4
403,1
404,3
405,1
406,1
407,3
408,3
409,1
410,3
411,1
412,0
413,2
414,0
415,1
416,2
417,1
418,1
419,4
420,4
421,3
422,3
423,1
424,0
425,4
426,3
427,3
428,2
429,3
430,3
431,0
432,2
433,3
434,3
435,2
436,0
437,4
438,3
439,2
440,2
441,3
442,3
443,0
444,2
445,4
446,1
447,2
448,3
449,1
450,2
451,2
452,4
453,0
454,4
455,1
456,0
457,1
458,4
459,4
460,1
461,1
462,1
463,4
464,3
465,3
466,1
467,0
468,4
469,2
470,2
471,3
472,1
473,3
474,0
475,0
476,4
477,1
478,3
479,2
480,0
481,1
482,3
483,3
484,1
485,2
486,3
487,1
488,2
489,1
490,4
491,3
492,1
493,4
494,4
495,2
496,3
497,3
498,0
499,1
500,4
501,1
502,2
503,1
504,0
505,0
506,0
507,1
508,3
509,4
510,0
511,1
512,2
513,4
514,1
515,2
516,3
517,3
518,0
519,0
520,2
521,1
522,3
523,1
524,1
525,3
526,2
527,2
528,1
529,4
530,0
531,4
532,1
533,4
534,1
535,2
536,1
537,2
538,2
539,4
540,0
541,1
542,0
543,2
544,2
545,1
546,2
547,0
548,2
549,2
550,4
551,4
552,2
553,2
554,2
555,0
556,3
557,4
558,3
559,2
560,1
561,3
562,0
563,1
564,3
565,0
566,2
567,0
568,1
569,2
570,2
571,3
572,3
573,2
574,2
575,0
576,3
577,4
578,2
579,2
580,3
581,1
582,3
583,3
584,1
585,4
586,2
587,1
588,1
589,4
590,1
591,1
592,2
593,3
594,2
595,0
596,2
597,1
598,4
599,0
600,2
601,3
602,3
603,1
604,2
605,2
606,0
607,0
608,0
609,1
610,4
611,2
612,1
613,4
614,2
615,3
616,1
617,0
618,0
619,1
620,1
621,3
622,4
623,1
624,1
625,2
626,1
627,4
628,4
629,1
630,0
631,3
632,2
633,4
634,4
635,1
636,3
637,3
638,3
639,1
640,1
641,3
642,1
643,1
644,4
645,1
646,2
647,1
648,0
649,3
650,0
651,4
652,1
653,0
654,3
655,4
656,1
657,2
658,4
659,0
660,1
661,2
662,2
663,2
664,1
665,1
666,0
667,2
668,1
669,2
670,2
671,3
672,1
673,0
674,3
675,1
676,3
677,4
678,0
679,2
680,0
681,2
682,4
683,2
684,0
685,3
686,0
687,0
688,1
689,2
690,1
691,2
692,0
693,1
694,4
695,1
696,2
697,0
698,1
699,1
700,3
701,3
702,3
703,2
704,1
705,2
706,2
707,3
708,4
709,4
710,3
711,2
712,1
713,0
714,2
715,2
716,3
717,2
718,4
719,2
720,4
721,3
722,2
723,0
724,3
725,1
726,4
727,3
728,1
729,1
730,1
731,3
732,3
733,1
734,4
735,3
736,0
737,2
738,2
739,3
740,3
741,0
742,3
743,4
744,3
745,0
746,2
747,2
748,4
749,1
750,2
751,0
752,0
753,3
754,2
755,3
756,0
757,3
758,4
759,1
760,3
761,0
762,4
763,3
764,2
765,3
766,2
767,3
768,0
769,4
770,2
771,1
772,2
773,1
774,1
775,1
776,4
777,4
778,3
779,2
780,3
781,3
782,4
783,4
784,0
785,0
786,3
787,2
788,3
789,3
790,1
791,0
792,0
793,2
794,2
795,0
796,3
797,0
798,1
799,0
800,3
801,4
802,3
803,3
804,1
805,3
806,1
807,1
808,1
809,4
810,2
811,2
812,2
813,2
814,0
815,2
816,0
817,3
818,0
819,3
820,3
821,1
822,1
823,2
824,2
825,2
826,4
827,1
828,1
829,2
830,3
831,3
832,3
833,0
834,4
835,4
836,0
837,0
838,1
839,3
840,1
841,3
842,4
843,4
844,4
845,3
846,2
847,0
848,3
849,2
850,2
851,4
852,2
853,3
854,4
855,2
856,4
857,4
858,0
859,0
860,0
861,1
862,1
863,4
864,0
865,3
866,4
867,2
868,4
869,3
870,4
871,1
872,3
873,3
874,1
875,2
876,0
877,0
878,2
879,3
880,2
881,0
882,2
883,3
884,1
885,4
886,1
887,1
888,4
889,1
890,1
891,1
892,3
893,4
894,1
895,1
896,0
897,1
898,4
899,0
900,3
901,2
902,4
903,3
904,3
905,2
906,0
907,2
908,1
909,4
910,3
911,0
912,1
913,1
914,0
915,0
916,1
917,1
918,0
919,4
920,2
921,2
922,3
923,1
924,3
925,1
926,1
927,1
928,3
929,2
930,3
931,4
932,4
933,3
934,1
935,2
936,1
937,3
938,1
939,0
940,1
941,1
942,3
943,2
944,1
945,2
946,2
947,0
948,2
949,0
950,2
951,1
952,1
953,2
954,4
955,2
956,3
957,2
958,2
959,3
960,4
961,2
962,3
963,0
964,0
965,0
966,4
967,2
968,0
969,2
970,1
971,2
972,2
973,4
974,2
975,0
976,1
977,2
978,2
979,1
980,0
981,1
982,1
983,0
984,2
985,4
986,0
987,0
988,1
989,3
990,1
991,4
992,3
993,1
994,0
995,2
996,0
997,3
998,0
999,1
1000,0
1001,1
1002,2
1003,4
1004,3
1005,2
1006,0
1007,4
1008,1
1009,3
1010,1
1011,4
1012,4
1013,3
1014,2
1015,2
1016,3
1017,3
1018,1
1019,1
1020,2
1021,2
1022,1
1023,1
1024,2
1025,2
1026,2
1027,0
1028,2
1029,3
1030,3
1031,1
1032,0
1033,4
1034,3
1035,0
1036,2
1037,3
1038,1
1039,2
1040,1
1041,3
1042,0
1043,1
1044,3
1045,2
1046,2
1047,4
1048,2
1049,3
1050,2
1051,2
1052,1
1053,4
1054,1
1055,0
1056,0
1057,2
1058,1
1059,4
1060,3
1061,1
1062,2
1063,4
1064,2
1065,2
1066,0
1067,2
1068,4
1069,2
1070,0
1071,0
1072,3
1073,2
1074,2
1075,3
1076,3
1077,2
1078,1
1079,4
1080,2
1081,1
1082,3
1083,4
1084,1
1085,1
1086,3
1087,4
1088,3
1089,4
1090,1
1091,2
1092,0
1093,4
1094,3
1095,0
1096,0
1097,2
1098,4
1099,0
1100,2
1101,1
1102,0
1103,1
1104,2
1105,2
1106,4
1107,0
1108,3
1109,0
1110,3
1111,0
1112,1
1113,3
1114,0
1115,2
1116,0
1117,0
1118,1
1119,3
1120,3
1121,0
1122,2
1123,4
1124,2
1125,1
1126,2
1127,2
1128,0
1129,2
1130,2
1131,0
1132,3
1133,3
1134,3
1135,4
1136,3
1137,1
1138,1
1139,4
1140,2
1141,3
1142,1
1143,3
1144,2
1145,3
1146,2
1147,2
1148,0
1149,4
1150,1
1151,1
1152,4
1153,0
1154,2
1155,2
1156,2
1157,2
1158,0
1159,0
1160,0
1161,2
1162,2
1163,3
1164,0
1165,1
1166,2
1167,2
1168,4
1169,1
1170,3
1171,0
1172,3
1173,2
1174,2
1175,3
1176,1
1177,0
1178,3
1179,0
1180,3
1181,2
1182,3
1183,4
1184,0
1185,0
1186,4
1187,1
1188,3
1189,3
1190,1
1191,3
1192,4
1193,2
1194,0
1195,2
1196,0
1197,1
1198,1
1199,1
1200,1
1201,0
1202,1
1203,0
1204,2
1205,0
1206,0
1207,2
1208,4
1209,2
1210,2
1211,3
1212,1
1213,1
1214,0
1215,2
1216,2
1217,3
1218,1
1219,1
1220,2
1221,2
1222,3
1223,0
1224,0
1225,2
1226,1
1227,2
1228,0
1229,3
1230,0
1231,3
1232,4
1233,1
1234,0
1235,2
1236,3
1237,2
1238,2
1239,3
1240,1
1241,1
1242,4
1243,0
1244,3
1245,3
1246,0
1247,1
1248,1
1249,4
1250,1
1251,2
1252,2
1253,2
1254,3
1255,2
1256,1
1257,4
1258,0
1259,3
1260,2
1261,3
1262,0
1263,2
1264,2
1265,0
1266,2
1267,2
1268,1
1269,1
1270,0
1271,1
1272,0
1273,1
1274,1
1275,1
1276,1
1277,1
1278,3
1279,2
1280,1
1281,0
1282,2
1283,1
1284,2
1285,1
1286,4
1287,2
1288,1
1289,2
1290,1
1291,2
1292,1
1293,2
1294,2
1295,2
1296,0
1297,1
1298,2
1299,1
1300,4
1301,2
1302,1
1303,3
1304,2
1305,4
1306,0
1307,3
1308,1
1309,1
1310,3
1311,4
1312,2
1313,2
1314,1
1315,3
1316,1
1317,1
1318,0
1319,4
1320,3
1321,2
1322,2
1323,2
1324,0
1325,1
1326,1
1327,3
1328,3
1329,1
1330,2
1331,1
1332,3
1333,2
1334,0
1335,0
1336,3
1337,0
1338,4
1339,0
1340,1
1341,2
1342,1
1343,1
1344,2
1345,3
1346,4
1347,1
1348,3
1349,4
1350,4
1351,2
1352,1
1353,2
1354,0
1355,4
1356,2
1357,4
1358,1
1359,3
1360,1
1361,4
1362,0
1363,0
1364,3
1365,3
1366,0
1367,0
1368,1
1369,1
1370,2
1371,4
1372,0
1373,2
1374,4
1375,2
1376,4
1377,2
1378,3
1379,0
1380,0
1381,1
1382,4
1383,2
1384,1
1385,3
1386,2
1387,2
1388,2
1389,3
1390,0
1391,3
1392,2
1393,3
1394,1
1395,1
1396,1
1397,3
1398,1
1399,1
1400,2
1401,0
1402,3
1403,2
1404,0
1405,2
1406,1
1407,3
1408,0
1409,1
1410,3
1411,4
1412,1
1413,4
1414,2
1415,1
1416,4
1417,2
1418,2
1419,4
1420,2
1421,1
1422,1
1423,1
1424,0
1425,2
1426,3
1427,1
1428,3
1429,2
1430,0
1431,2
1432,1
1433,0
1434,4
1435,2
1436,1
1437,1
1438,1
1439,1
1440,4
1441,1
1442,0
1443,2
1444,1
1445,1
1446,0
1447,1
1448,1
1449,0
1450,3
1451,3
1452,0
1453,2
1454,1
1455,0
1456,2
1457,0
1458,0
1459,1
1460,1
1461,2
1462,3
1463,1
1464,2
1465,1
1466,1
1467,4
1468,4
1469,3
1470,2
1471,2
1472,0
1473,0
1474,1
1475,3
1476,2
1477,1
1478,4
1479,1
1480,2
1481,3
1482,4
1483,2
1484,4
1485,3
1486,0
1487,4
1488,1
1489,3
1490,1
1491,3
1492,4
1493,2
1494,1
1495,2
1496,0
1497,1
1498,1
1499,4
1500,0
1501,0
1502,1
1503,1
1504,3
1505,3
1506,3
1507,0
1508,3
1509,2
1510,4
1511,1
1512,2
1513,4
1514,0
1515,2
1516,2
1517,2
1518,3
1519,1
1520,0
1521,2
1522,1
1523,1
1524,1
1525,2
1526,0
1527,4
1528,3
1529,3
1530,0
1531,4
1532,4
1533,1
1534,0
1535,2
1536,3
1537,2
1538,0
1539,0
1540,3
1541,4
1542,3
1543,0
1544,0
1545,4
1546,2
1547,3
1548,2
1549,4
1550,1
1551,4
1552,1
1553,1
1554,0
1555,1
1556,0
1557,0
1558,3
1559,1
1560,2
1561,0
1562,3
1563,0
1564,2
1565,2
1566,1
1567,1
1568,1
1569,4
1570,2
1571,3
1572,1
1573,0
1574,2
1575,4
1576,2
1577,4
1578,0
1579,1
1580,3
1581,0
1582,1
1583,2
1584,0
1585,1
1586,1
1587,2
1588,1
1589,0
1590,0
1591,0
1592,0
1593,1
1594,1
1595,1
1596,4
1597,0
1598,0
1599,3
1600,3
1601,1
1602,2
1603,1
1604,1
1605,4
1606,0
1607,0
1608,2
1609,2
1610,1
1611,0
1612,0
1613,2
1614,0
1615,1
1616,1
1617,1
1618,2
1619,2
1620,0
1621,3
1622,4
1623,4
1624,4
1625,2
1626,2
1627,3
1628,0
1629,3
1630,2
1631,4
1632,2
1633,3
1634,1
1635,0
1636,3
1637,1
1638,1
1639,1
1640,3
1641,1
1642,0
1643,3
1644,1
1645,1
1646,3
1647,1
1648,3
1649,1
1650,1
1651,3
1652,4
1653,4
1654,2
1655,1
1656,4
1657,0
1658,1
1659,3
1660,0
1661,4
1662,2
1663,2
1664,1
1665,3
1666,0
1667,1
1668,4
1669,1
1670,1
1671,2
1672,1
1673,0
1674,1
1675,4
1676,2
1677,0
1678,1
1679,3
1680,2
1681,1
1682,3
1683,3
1684,4
1685,1
1686,3
1687,0
1688,3
1689,3
1690,4
1691,1
1692,2
1693,4
1694,0
1695,4
1696,0
1697,0
1698,4
1699,2
1700,3
1701,3
1702,1
1703,1
1704,1
1705,3
1706,3
1707,1
1708,1
1709,1
1710,0
1711,0
1712,3
1713,3
1714,4
1715,1
1716,4
1717,2
1718,3
1719,1
1720,2
1721,2
1722,0
1723,0
1724,3
1725,3
1726,2
1727,1
1728,1
1729,2
1730,3
1731,2
1732,0
1733,3
1734,1
1735,3
1736,2
1737,0
1738,1
1739,4
1740,3
1741,4
1742,1
1743,2
1744,1
1745,1
1746,0
1747,1
1748,0
1749,0
1750,3
1751,0
1752,4
1753,1
1754,1
1755,0
1756,4
1757,2
1758,0
1759,4
1760,3
1761,0
1762,4
1763,1
1764,1
1765,1
1766,2
1767,1
1768,1
1769,4
1770,0
1771,1
1772,1
1773,0
1774,3
1775,1
1776,3
1777,3
1778,3
1779,3
1780,4
1781,0
1782,1
1783,3
1784,1
1785,2
1786,3
1787,2
1788,2
1789,3
1790,0
1791,1
1792,1
1793,2
1794,0
1795,3
1796,1
1797,1
1798,2
1799,3
1800,3
1801,3
1802,3
1803,0
1804,2
1805,2
1806,1
1807,2
1808,4
1809,1
1810,3
1811,3
1812,2
1813,2
1814,1
1815,1
1816,2
1817,4
1818,3
1819,3
1820,1
1821,1
1822,0
1823,1
1824,1
1825,3
1826,4
1827,1
1828,0
1829,4
1830,2
1831,3
1832,2
1833,0
1834,1
1835,0
1836,1
1837,1
1838,1
1839,0
1840,4
1841,0
1842,1
1843,0
1844,1
1845,4
1846,3
1847,1
1848,2
1849,2
1850,2
1851,4
1852,2
1853,2
1854,0
1855,1
1856,3
1857,4
1858,3
1859,4
1860,0
1861,0
1862,0
1863,1
1864,4
1865,0
1866,3
1867,4
1868,0
1869,3
1870,2
1871,1
1872,3
1873,1
1874,3
1875,1
1876,0
1877,3
1878,0
1879,0
1880,1
1881,4
1882,2
1883,0
1884,1
1885,1
1886,3
1887,2
1888,1
1889,1
1890,3
1891,0
1892,2
1893,1
1894,2
1895,3
1896,0
1897,2
1898,1
1899,2
1900,0
1901,3
1902,1
1903,4
1904,3
1905,3
1906,1
1907,4
1908,1
1909,0
1910,1
1911,1
1912,1
1913,4
1914,1
1915,4
1916,3
1917,4
1918,1
1919,3
1920,3
1921,4
1922,4
1923,0
1924,3
1925,2
1926,0
1927,0
1928,3
1929,1
1930,4
1931,0
1932,3
1933,3
1934,3
1935,3
1936,4
1937,3
1938,3
1939,1
1940,2
1941,2
1942,2
1943,4
1944,4
1945,2
1946,1
1947,0
1948,1
1949,4
1950,3
1951,3
1952,1
1953,1
1954,4
1955,2
1956,1
1957,4
1958,0
1959,1
1960,1
1961,1
1962,2
1963,0
1964,2
1965,3
1966,3
1967,0
1968,0
1969,2
1970,0
1971,3
1972,0
1973,1
1974,3
1975,1
1976,2
1977,1
1978,0
1979,1
1980,2
1981,2
1982,1
1983,4
1984,3
1985,0
1986,4
1987,3
1988,3
1989,1
1990,2
1991,1
1992,2
1993,2
1994,2
1995,2
1996,4
1997,4
1998,3
1999,1
2000,3
2001,3
2002,3
2003,3
2004,1
2005,2
2006,2
2007,0
2008,3
2009,1
2010,4
2011,1
2012,1
2013,1
2014,3
2015,1
2016,4
2017,2
2018,4
2019,3
2020,0
2021,0
2022,2
2023,4
2024,1
2025,1
2026,2
2027,2
2028,2
2029,2
2030,1
2031,0
2032,0
2033,1
2034,4
2035,3
2036,3
2037,4
2038,3
2039,2
2040,4
2041,0
2042,0
2043,2
2044,2
2045,2
2046,4
2047,2
2048,0
2049,3
2050,3
2051,1
2052,0
2053,1
2054,1
2055,1
2056,3
2057,1
2058,2
2059,1
2060,4
2061,3
2062,3
2063,2
2064,2
2065,0
2066,1
2067,1
2068,2
2069,4
2070,3
2071,1
2072,0
2073,0
2074,4
2075,2
2076,0
2077,1
2078,2
2079,4
2080,4
2081,1
2082,1
2083,3
2084,1
2085,0
2086,4
2087,0
2088,1
2089,3
2090,2
2091,3
2092,4
2093,0
2094,1
2095,4
2096,3
2097,3
2098,2
2099,0
2100,3
2101,3
2102,1
2103,1
2104,2
2105,3
2106,3
2107,1
2108,3
2109,1
2110,1
2111,3
2112,1
2113,2
2114,2
2115,1
2116,1
2117,3
2118,3
2119,3
2120,3
2121,3
2122,0
2123,2
2124,1
2125,1
2126,1
2127,1
2128,0
2129,1
2130,4
2131,3
2132,1
2133,2
2134,0
2135,0
2136,1
2137,2
2138,1
2139,3
2140,1
2141,2
2142,2
2143,2
2144,0
2145,0
2146,2
2147,4
2148,3
2149,3
2150,2
2151,0
2152,4
2153,4
2154,2
2155,3
2156,3
2157,1
2158,1
2159,4
2160,2
2161,1
2162,0
2163,2
2164,1
2165,0
2166,3
2167,3
2168,0
2169,2
2170,0
2171,3
2172,0
2173,3
2174,3
2175,1
2176,0
2177,1
2178,0
2179,2
2180,3
2181,2
2182,1
2183,0
2184,3
2185,1
2186,2
2187,1
2188,1
2189,3
2190,3
2191,3
2192,3
2193,2
2194,2
2195,0
2196,3
2197,0
2198,2
2199,2
2200,3
2201,1
2202,0
2203,1
2204,4
2205,1
2206,2
2207,0
2208,2
2209,0
2210,2
2211,3
2212,4
2213,0
2214,2
2215,3
2216,2
2217,1
2218,1
2219,2
2220,1
2221,1
2222,0
2223,0
2224,3
2225,1
2226,4
2227,3
2228,2
2229,3
2230,1
2231,0
2232,4
2233,0
2234,3
2235,4
2236,1
2237,3
2238,1
2239,4
2240,3
2241,1
2242,2
2243,2
2244,4
2245,0
2246,3
2247,2
2248,3
2249,2
2250,2
2251,1
2252,1
2253,1
2254,4
2255,1
2256,2
2257,1
2258,4
2259,1
2260,2
2261,1
2262,0
2263,2
2264,2
2265,1
2266,4
2267,4
2268,2
2269,1
2270,2
2271,4
2272,1
2273,3
2274,0
2275,2
2276,4
2277,4
2278,2
2279,2
2280,0
2281,2
2282,2
2283,2
2284,2
2285,1
2286,1
2287,0
2288,4
2289,2
2290,0
2291,1
2292,3
2293,0
2294,2
2295,2
2296,4
2297,2
2298,2
2299,3
2300,3
2301,1
2302,3
2303,0
2304,3
2305,3
2306,3
2307,2
2308,0
2309,1
2310,1
2311,1
2312,4
2313,3
2314,1
2315,2
2316,4
2317,1
2318,4
2319,3
2320,3
2321,0
2322,2
2323,3
2324,2
2325,0
2326,2
2327,1
2328,2
2329,3
2330,4
2331,4
2332,1
2333,0
2334,0
2335,2
2336,4
2337,4
2338,2
2339,4
2340,2
2341,1
2342,0
2343,3
2344,3
2345,1
2346,0
2347,0
2348,3
2349,2
2350,1
2351,4
2352,3
2353,3
2354,1
2355,4
2356,2
2357,0
2358,2
2359,1
2360,2
2361,0
2362,1
2363,1
2364,4
2365,3
2366,3
2367,1
2368,0
2369,1
2370,3
2371,2
2372,0
2373,1
2374,0
2375,3
2376,1
2377,3
2378,3
2379,0
2380,0
2381,0
2382,4
2383,4
2384,1
2385,3
2386,0
2387,2
2388,0
2389,3
2390,2
2391,4
2392,4
2393,3
2394,2
2395,1
2396,3
2397,3
2398,1
2399,2
2400,1
2401,2
2402,1
2403,4
2404,0
2405,1
2406,1
2407,2
2408,2
2409,0
2410,1
2411,0
2412,2
2413,3
2414,2
2415,0
2416,4
2417,0
2418,1
2419,0
2420,4
2421,1
2422,4
2423,3
2424,3
2425,2
2426,3
2427,0
2428,0
2429,3
2430,2
2431,1
2432,2
2433,1
2434,1
2435,0
2436,0
2437,4
2438,0
2439,3
2440,1
2441,4
2442,4
2443,1
2444,1
2445,1
2446,4
2447,3
2448,3
2449,3
2450,2
2451,3
2452,0
2453,1
2454,3
2455,2
2456,2
2457,4
2458,0
2459,1
2460,4
2461,2
2462,3
2463,2
2464,0
2465,3
2466,0
2467,4
2468,1
2469,0
2470,4
2471,0
2472,1
2473,4
2474,2
2475,2
2476,2
2477,1
2478,1
2479,0
2480,4
2481,1
2482,4
2483,4
2484,0
2485,0
2486,2
2487,3
2488,3
2489,3
2490,3
2491,0
2492,1
2493,2
2494,3
2495,4
2496,3
2497,2
2498,1
2499,4
2500,2
2501,0
2502,2
2503,1
2504,3
2505,3
2506,1
2507,3
2508,0
2509,0
2510,2
2511,0
2512,0
2513,2
2514,3
2515,4
2516,0
2517,3
2518,1
2519,3
2520,0
2521,0
2522,1
2523,1
2524,1
2525,1
2526,2
2527,1
2528,2
2529,2
2530,0
2531,3
2532,3
2533,2
2534,1
2535,0
2536,0
2537,4
2538,3
2539,2
2540,3
2541,3
2542,3
2543,0
2544,2
2545,2
2546,3
2547,3
2548,4
2549,1
2550,4
2551,1
2552,3
2553,1
2554,3
2555,2
2556,3
2557,3
2558,0
2559,2
2560,1
2561,4
2562,3
2563,3
2564,3
2565,3
2566,4
2567,1
2568,1
2569,0
2570,3
2571,4
2572,3
2573,4
2574,0
2575,3
2576,2
2577,0
2578,4
2579,3
2580,2
2581,4
2582,0
2583,4
2584,0
2585,3
2586,0
2587,0
2588,0
2589,1
2590,4
2591,4
2592,0
2593,2
2594,4
2595,3
2596,2
2597,3
2598,3
2599,4
2600,1
2601,0
2602,2
2603,3
2604,0
2605,3
2606,3
2607,2
2608,2
2609,0
2610,2
2611,2
2612,2
2613,4
2614,4
2615,2
2616,0
2617,2
2618,0
2619,3
2620,0
2621,2
2622,0
2623,1
2624,0
2625,2
2626,3
2627,0
2628,3
2629,1
2630,1
2631,2
2632,4
2633,2
2634,2
2635,1
2636,1
2637,3
2638,0
2639,2
2640,4
2641,1
2642,2
2643,4
2644,2
2645,2
2646,0
2647,0
2648,3
2649,0
2650,3
2651,3
2652,3
2653,0
2654,2
2655,0
2656,2
2657,3
2658,2
2659,1
2660,3
2661,3
2662,1
2663,2
2664,4
2665,0
2666,0
2667,3
2668,2
2669,2
2670,0
2671,1
2672,1
2673,3
2674,4
2675,2
2676,3
2677,0
2678,2
2679,0
2680,0
2681,0
2682,3
2683,1
2684,2
2685,2
2686,1
2687,1
2688,1
2689,0
2690,3
2691,3
2692,0
2693,3
2694,3
2695,3
2696,4
2697,4
2698,1
2699,2
2700,0
2701,1
2702,1
2703,2
2704,0
2705,1
2706,3
2707,1
2708,3
2709,4
2710,3
2711,0
2712,2
2713,3
2714,1
2715,4
2716,2
2717,1
2718,1
2719,0
2720,3
2721,1
2722,3
2723,4
2724,1
2725,2
2726,2
2727,3
2728,1
2729,4
2730,3
2731,0
2732,4
2733,2
2734,0
2735,1
2736,3
2737,4
2738,3
2739,3
2740,1
2741,3
2742,0
2743,2
2744,4
2745,4
2746,2
2747,2
2748,4
2749,0
2750,1
2751,1
2752,1
2753,3
2754,2
2755,2
2756,3
2757,1
2758,2
2759,1
2760,1
2761,4
2762,3
2763,4
2764,0
2765,1
2766,2
2767,0
2768,1
2769,3
2770,4
2771,3
2772,0
2773,2
2774,2
2775,0
2776,1
2777,1
2778,4
2779,3
2780,0
2781,1
2782,4
2783,1
2784,1
2785,2
2786,1
2787,1
2788,0
2789,2
2790,2
2791,1
2792,3
2793,1
2794,3
2795,0
2796,2
2797,3
2798,3
2799,2
2800,4
2801,1
2802,2
2803,1
2804,0
2805,2
2806,1
2807,0
2808,4
2809,0
2810,2
2811,4
2812,2
2813,4
2814,2
2815,3
2816,1
2817,0
2818,3
2819,2
2820,3
2821,0
2822,1
2823,1
2824,3
2825,3
2826,2
2827,4
2828,3
2829,3
2830,3
2831,2
2832,0
2833,2
2834,1
2835,1
2836,3
2837,1
2838,3
2839,0
2840,0
2841,2
2842,0
2843,1
2844,2
2845,3
2846,3
2847,1
2848,0
2849,0
2850,1
2851,3
2852,4
2853,0
2854,1
2855,0
2856,0
2857,3
2858,2
2859,2
2860,2
2861,3
2862,3
2863,0
2864,1
2865,3
2866,4
2867,3
2868,1
2869,3
2870,4
2871,1
2872,0
2873,1
2874,0
2875,4
2876,1
2877,2
2878,2
2879,0
2880,2
2881,2
2882,2
2883,3
2884,3
2885,1
2886,4
2887,3
2888,3
2889,3
2890,2
2891,0
2892,0
2893,1
2894,2
2895,0
2896,3
2897,4
2898,0
2899,1
2900,1
2901,0
2902,0
2903,1
2904,4
2905,4
2906,0
2907,1
2908,2
2909,2
2910,2
2911,2
2912,1
2913,1
2914,1
2915,3
2916,0
2917,1
2918,4
2919,0
2920,1
2921,1
2922,3
2923,3
2924,2
2925,2
2926,3
2927,4
2928,3
2929,3
2930,0
2931,1
2932,0
2933,3
2934,0
2935,3
2936,3
2937,3
2938,3
2939,3
2940,0
2941,3
2942,3
2943,3
2944,0
2945,2
2946,3
2947,3
2948,0
2949,2
2950,2
2951,1
2952,2
2953,2
2954,3
2955,3
2956,3
2957,0
2958,0
2959,0
2960,3
2961,4
2962,3
2963,3
2964,3
2965,0
2966,3
2967,1
2968,2
2969,2
2970,1
2971,2
2972,1
2973,2
2974,2
2975,1
2976,4
2977,4
2978,0
2979,4
2980,3
2981,0
2982,2
2983,0
2984,2
2985,1
2986,1
2987,4
2988,1
2989,3
2990,0
2991,2
2992,3
2993,1
2994,3
2995,2
2996,1
2997,1
